Path_Name,Distance_m,Start_Elevation_m,End_Elevation_m,Elevation_Diff_m,Total_Ascent_m,Total_Descent_m,Gradient_Percent,Max_Slope_Percent,Base_Speed_mps,Adj_Speed_mps,Travel_Time_s,Travel_Time_min,Travel_Time_with_Slope_s,Travel_Time_with_Slope_min,Road_Type,Condition
Marirong to Poblacion 3,16276.77,258.42,87.12,-171.31,464.72,636.02,-1.06,34.75,8.33,4.08,11723.94,195.42,23954.1,399.24,Concrete,Very Good
Tacuyong Norte to Poblacion 1,13043.31,87.02,248.41,161.39,547.01,385.62,1.24,32.96,8.33,4.6,9394.92,156.6,17013.06,283.56,Concrete,Very Good
Tacuyong Norte to Poblacion 2,15725.77,251.28,87.05,-164.22,556.37,720.6,-1.05,38.54,8.33,4.08,11327.1,188.76,23140.02,385.68,Concrete,Very Good
Tacuyong Norte to Poblacion 3,16129.71,251.33,87.12,-164.21,451.73,615.94,-1.02,33.7,8.33,4.08,11618.04,193.62,23720.82,395.34,Concrete,Very Good
Baje to Poblacion 1,9967.89,221.77,87.05,-134.71,291.23,425.95,-1.36,38.54,8.33,4.05,7179.78,119.64,14760.12,246.0,Concrete,Very Good
Baje to Poblacion 2,13651.64,222.0,87.12,-134.89,364.26,499.15,-0.99,37.52,8.33,4.08,9833.1,163.86,20064.06,334.38,Concrete,Very Good
Baje to Poblacion 3,15930.78,221.58,87.12,-134.46,439.53,573.99,-0.85,33.25,8.33,4.09,11474.76,191.22,23344.92,389.1,Concrete,Very Good
Carara-an to Poblacion 1,12134.62,77.98,228.7,150.72,404.28,253.57,1.25,32.71,8.33,5.93,8740.44,145.68,12268.98,204.48,Concrete,Very Good
Carara-an to Poblacion 2,13579.83,77.99,229.2,151.21,369.74,218.54,1.12,32.6,8.33,5.2,9781.38,163.02,15665.04,261.06,Concrete,Very Good
Carara-an to Poblacion 3,15714.36,77.89,229.19,151.3,493.24,341.94,0.97,60.25,8.33,4.12,11318.88,188.64,22881.06,381.36,Concrete,Very Good
Isian Victoria to Poblacion 1,5963.03,275.35,86.95,-188.39,93.93,282.33,-3.17,23.1,8.33,3.9,4295.1,71.58,9171.54,152.88,Concrete,Very Good
Isian Victoria to Poblacion 2,5377.44,275.35,86.8,-188.55,72.03,260.58,-3.52,21.79,8.33,3.87,3873.3,64.56,8332.74,138.9,Concrete,Very Good
Salngan to Poblacion 1,4684.52,228.5,86.82,-141.68,64.9,206.58,-3.03,21.76,8.33,3.91,3374.22,56.22,7184.16,119.76,Concrete,Very Good
Salngan to Poblacion 2,8501.94,228.5,87.1,-141.4,178.26,319.65,-1.67,24.72,8.33,4.03,6123.84,102.06,12670.32,211.2,Concrete,Very Good
Magcapay to Poblacion 1,10682.64,215.35,87.17,-128.18,313.52,441.7,-1.2,35.76,8.33,4.06,7694.58,128.22,15769.08,262.8,Concrete,Very Good
Magcapay to Poblacion 2,10753.05,215.28,87.05,-128.22,292.92,421.15,-1.2,36.21,8.33,4.07,7745.28,129.06,15870.36,264.48,Concrete,Very Good
Magcapay to Poblacion 3,10905.36,215.28,87.05,-128.22,318.15,446.38,-1.18,36.21,8.33,4.07,7855.02,130.92,16089.84,268.14,Concrete,Very Good
Magcapay to Poblacion 4,12858.85,215.3,87.02,-128.28,435.24,563.52,-1.0,33.83,8.33,4.08,9262.08,154.38,18903.12,315.06,Concrete,Very Good
Siol Norte to Poblacion 1,8311.13,142.64,87.06,-55.58,146.1,201.68,-0.67,22.66,8.33,4.11,5986.38,99.78,12135.36,202.26,Concrete,Very Good
Siol Norte to Poblacion 2,7286.43,142.6,87.06,-55.54,125.95,181.49,-0.76,24.3,8.33,4.1,5248.32,87.48,10659.42,177.66,Concrete,Very Good
Siol Norte to Poblacion 3,6337.52,142.63,86.92,-55.72,103.09,158.81,-0.88,23.6,8.33,4.42,4564.86,76.08,8611.86,143.52,Concrete,Very Good
Siol Sur to Poblacion 1,6824.48,75.6,87.03,11.42,147.06,135.63,0.17,14.71,8.33,4.15,4915.62,81.9,9864.24,164.4,Concrete,Very Good
Siol Sur to Poblacion 2,9529.49,75.58,87.06,11.48,233.1,221.62,0.12,24.32,8.33,4.15,6864.0,114.42,13761.18,229.38,Concrete,Very Good
Siol Sur to Poblacion 3,7527.26,75.45,86.92,11.47,187.08,175.61,0.15,24.35,8.33,4.15,5421.78,90.36,10876.8,181.26,Concrete,Very Good
Tu-og to Poblacion 1,10877.74,113.41,87.06,-26.34,278.27,304.62,-0.24,32.13,8.33,4.14,7835.1,130.56,15746.7,262.44,Concrete,Very Good
Tu-og to Poblacion 2,9825.17,113.44,87.06,-26.38,256.37,282.75,-0.27,32.14,8.33,4.14,7076.94,117.96,14230.5,237.18,Concrete,Very Good
Tu-og to Poblacion 3,7321.72,113.41,86.92,-26.49,195.24,221.73,-0.36,32.3,8.33,4.13,5273.76,87.9,10624.62,177.06,Concrete,Very Good
Tu-og to Poblacion 4,6789.53,113.4,86.92,-26.48,156.22,182.7,-0.39,35.88,8.33,4.41,4890.42,81.48,9238.68,153.96,Concrete,Very Good
Paoy to Poblacion 1,5578.2,194.65,87.04,-107.61,86.32,193.93,-1.93,25.68,8.33,4.01,4017.9,66.96,8341.92,139.02,Concrete,Very Good
Paoy to Poblacion 2,5371.99,194.71,87.02,-107.69,159.72,267.41,-2.01,25.78,8.33,4.32,3869.4,64.5,7455.84,124.26,Concrete,Very Good
Paoy to Poblacion 3,9444.99,194.42,87.04,-107.38,276.15,383.54,-1.14,34.65,8.33,4.07,6803.1,113.4,13924.08,232.08,Concrete,Very Good
Cawilihan to Poblacion 1,15928.35,77.98,336.21,258.23,694.41,436.18,1.63,40.2,8.33,5.32,11473.02,191.22,17973.3,299.58,Concrete,Very Good
Cawilihan to Poblacion 2,14389.95,336.11,86.98,-249.13,207.48,456.61,-1.74,40.2,8.33,5.67,10364.88,172.74,15237.42,253.98,Concrete,Very Good
Cawilihan to Poblacion 3,18702.11,77.97,336.37,258.4,951.34,692.93,1.39,45.3,8.33,4.17,13470.9,224.52,26915.7,448.62,Concrete,Very Good
Coyugan Norte to Poblacion 1,10871.27,180.62,86.93,-93.69,347.24,440.93,-0.87,37.82,8.33,4.52,7830.42,130.5,14422.74,240.36,Concrete,Very Good
Coyugan Norte to Poblacion 2,10899.78,184.94,86.91,-98.03,153.93,251.96,-0.9,36.85,8.33,4.52,7851.0,130.86,14468.94,241.14,Concrete,Very Good
Coyugan Norte to Poblacion 3,19883.96,77.99,182.02,104.03,669.43,565.4,0.53,44.88,8.33,4.12,14322.18,238.68,28948.5,482.46,Concrete,Very Good
Coyugan Norte to Poblacion 4,19108.4,182.21,87.05,-95.16,712.83,807.99,-0.5,38.54,8.33,4.12,13763.58,229.38,27805.44,463.44,Concrete,Very Good
Nalbang to Poblacion 1,11644.82,87.02,293.53,206.52,502.63,296.12,1.78,32.96,8.33,4.79,8387.64,139.8,14571.9,242.88,Concrete,Very Good
Nalbang to Poblacion 2,17467.23,77.99,294.33,216.34,607.43,391.09,1.24,44.88,8.33,4.06,12581.46,209.7,25804.38,430.08,Concrete,Very Good
Nalbang to Poblacion 3,16720.94,291.25,87.05,-204.2,552.74,756.94,-1.23,38.54,8.33,4.06,12043.92,200.76,24693.9,411.54,Concrete,Very Good
Tagsing to Poblacion 1,14240.61,225.98,86.98,-139.0,210.88,349.87,-0.98,34.68,8.33,5.77,10257.36,170.94,14818.74,246.96,Concrete,Very Good
Tagsing to Poblacion 2,15778.66,77.98,225.98,148.0,588.09,440.1,0.94,32.62,8.33,5.41,11365.2,189.42,17513.4,291.9,Concrete,Very Good
Tagsing to Poblacion 3,18580.2,77.97,226.0,148.03,850.48,702.45,0.8,45.3,8.33,4.21,13383.12,223.08,26477.46,441.3,Concrete,Very Good
Coyugan Sur to Poblacion 1,10092.51,231.97,86.93,-145.04,264.42,409.46,-1.44,23.15,8.33,4.92,7269.54,121.14,12301.38,205.02,Concrete,Very Good
Coyugan Sur to Poblacion 2,19454.23,77.99,231.97,153.97,650.0,496.02,0.79,44.88,8.33,4.1,14012.64,233.52,28477.74,474.6,Concrete,Very Good
Coyugan Sur to Poblacion 3,13174.54,231.97,86.91,-145.06,253.73,398.79,-1.1,37.82,8.33,4.07,9489.48,158.16,19407.48,323.46,Concrete,Very Good
Coyugan Sur to Poblacion 4,18684.1,231.97,87.05,-144.91,656.61,801.52,-0.78,38.54,8.33,4.1,13457.94,224.28,27342.06,455.7,Concrete,Very Good
Ayubo to Poblacion 1,10831.81,306.94,87.12,-219.82,190.07,409.89,-2.03,29.76,8.33,5.0,7802.04,130.02,12994.08,216.54,Concrete,Very Good
Ayubo to Poblacion 2,10484.27,77.97,305.63,227.66,426.42,198.77,2.18,35.34,8.33,5.52,7551.72,125.88,11402.52,190.02,Concrete,Very Good
Ayubo to Poblacion 3,12285.23,304.56,87.05,-217.51,366.76,584.27,-1.78,38.54,8.33,4.08,8848.92,147.48,18057.36,300.96,Concrete,Very Good
Ayubo to Poblacion 4,17256.36,87.02,305.81,218.79,738.03,519.24,1.27,32.96,8.33,4.06,12429.54,207.18,25508.7,425.16,Concrete,Very Good
Cananaman to Poblacion 1,12049.64,242.28,87.12,-155.16,274.48,429.64,-1.29,29.76,8.33,4.06,8679.24,144.66,17818.56,297.0,Concrete,Very Good
Cananaman to Poblacion 2,11695.6,77.97,241.69,163.71,445.98,282.27,1.4,35.34,8.33,4.05,8424.18,140.4,17335.44,288.9,Concrete,Very Good
Cananaman to Poblacion 3,10923.49,241.72,87.05,-154.67,340.38,495.05,-1.42,38.54,8.33,4.05,7868.04,131.16,16196.94,269.94,Concrete,Very Good
Odong-Odong to Poblacion 1,9805.96,281.79,87.12,-194.67,172.08,366.75,-1.99,26.21,8.33,4.0,7063.14,117.72,14711.76,245.22,Concrete,Very Good
Odong-Odong to Poblacion 2,10897.5,77.97,281.77,203.8,435.37,231.57,1.88,35.34,8.33,4.01,7849.32,130.8,16310.88,271.86,Concrete,Very Good
Odong-Odong to Poblacion 3,15077.49,281.77,87.05,-194.72,455.22,649.93,-1.3,38.54,8.33,4.06,10860.12,181.02,22298.82,371.64,Concrete,Very Good
Pepe to Poblacion 1,9265.34,309.91,87.12,-222.79,147.1,369.89,-2.41,25.49,8.33,4.58,6673.74,111.24,12143.04,202.38,Concrete,Very Good
Pepe to Poblacion 2,9563.4,77.97,309.75,231.78,408.59,176.82,2.43,35.34,8.33,4.74,6888.42,114.78,12105.06,201.78,Concrete,Very Good
Pepe to Poblacion 3,13691.55,309.25,87.05,-222.19,398.94,621.13,-1.63,38.54,8.33,4.03,9861.84,164.34,20388.48,339.78,Concrete,Very Good
Manampunay to Poblacion 1,11336.49,334.9,87.05,-247.85,300.15,548.0,-2.2,38.54,8.33,3.98,8165.52,136.08,17081.28,284.7,Concrete,Very Good
Manampunay to Poblacion 2,16193.1,87.02,334.88,247.87,718.67,470.8,1.54,32.96,8.33,4.04,11663.7,194.4,24067.44,401.1,Concrete,Very Good
Manampunay to Poblacion 3,15804.8,334.86,87.05,-247.8,493.82,741.62,-1.58,38.54,8.33,4.03,11384.04,189.72,23508.84,391.8,Concrete,Very Good
Manampunay to Poblacion 4,14390.42,334.9,87.12,-247.78,319.92,567.7,-1.73,33.02,8.33,4.02,10365.24,172.74,21472.26,357.9,Concrete,Very Good
Manampunay to Poblacion 5,15004.36,334.56,87.12,-247.44,371.59,619.03,-1.66,37.52,8.33,4.03,10807.44,180.12,22354.92,372.6,Concrete,Very Good
Tacuyong Sur to Poblacion 1,7779.69,222.35,87.05,-135.3,180.15,315.45,-1.74,27.02,8.33,4.52,5603.64,93.42,10315.74,171.9,Concrete,Very Good
Tacuyong Sur to Poblacion 2,15643.47,215.25,87.12,-128.13,473.65,601.78,-0.82,37.75,8.33,4.1,11267.82,187.8,22912.44,381.9,Concrete,Very Good
Tacuyong Sur to Poblacion 3,9971.5,215.25,87.02,-128.23,319.68,447.91,-1.29,30.84,8.33,4.06,7182.36,119.7,14745.78,245.76,Concrete,Very Good
Tacuyong Sur to Poblacion 4,7937.7,222.35,87.05,-135.3,196.39,331.69,-1.71,27.02,8.33,4.38,5717.46,95.28,10881.18,181.38,Concrete,Very Good
Capt. Fernando to Poblacion 1,5808.03,181.78,87.19,-94.59,184.41,279.0,-1.64,27.61,8.33,4.03,4183.44,69.72,8650.14,144.18,Concrete,Very Good
Capt. Fernando to Poblacion 2,8749.2,181.82,87.04,-94.78,264.53,359.31,-1.09,35.49,8.33,4.07,6301.92,105.06,12884.16,214.74,Concrete,Very Good
Capt. Fernando to Poblacion 3,8006.32,181.81,87.02,-94.79,269.17,363.95,-1.19,26.59,8.33,4.07,5766.84,96.12,11814.78,196.92,Concrete,Very Good
Capt. Fernando to Poblacion 4,8215.19,181.72,87.04,-94.68,191.85,286.52,-1.16,26.17,8.33,4.07,5917.32,98.64,12114.66,201.9,Concrete,Very Good
Gumboc to Poblacion 1,6844.99,236.65,87.02,-149.63,158.17,307.8,-2.19,24.98,8.33,3.98,4930.38,82.2,10313.34,171.9,Concrete,Very Good
Gumboc to Poblacion 2,7048.1,87.41,236.96,149.55,315.09,165.54,2.13,30.65,8.33,3.99,5076.66,84.6,10605.18,176.76,Concrete,Very Good
Gumboc to Poblacion 3,8137.13,237.48,87.04,-150.44,161.52,311.96,-1.85,26.17,8.33,4.01,5861.1,97.68,12173.64,202.92,Concrete,Very Good
Lang-og to Poblacion 1,5562.05,195.82,86.94,-108.88,140.64,249.53,-1.97,37.49,8.33,4.0,4006.26,66.78,8340.42,139.02,Concrete,Very Good
Lang-og to Poblacion 2,6464.01,77.97,195.83,117.86,296.02,178.16,1.83,42.9,8.33,4.01,4655.94,77.58,9666.0,161.1,Concrete,Very Good
Mocol to Poblacion 1,8743.96,246.77,87.05,-159.72,208.36,368.08,-1.83,34.72,8.33,4.5,6298.14,104.94,11649.9,194.16,Concrete,Very Good
Mocol to Poblacion 2,8879.81,246.77,87.05,-159.72,224.97,384.69,-1.81,34.72,8.33,4.39,6396.0,106.62,12134.82,202.26,Concrete,Very Good
Mocol to Poblacion 3,11025.53,249.56,87.02,-162.54,252.72,415.26,-1.48,30.84,8.33,4.04,7941.54,132.36,16367.4,272.76,Concrete,Very Good
Bucari to Poblacion 1,20972.35,86.89,560.44,473.55,962.34,488.79,2.27,66.32,8.33,5.32,15106.14,251.76,23666.34,394.44,Concrete,Very Good
Bucari to Poblacion 2,25177.41,77.97,560.5,482.53,1376.2,893.67,1.93,61.81,8.33,4.29,18135.0,302.22,35229.54,587.16,Concrete,Very Good
Bucari to Poblacion 3,20696.49,86.91,560.42,473.51,985.64,512.13,2.3,42.64,8.33,5.4,14907.42,248.46,23015.28,383.58,Concrete,Very Good
Bulwang to Poblacion 1,24862.94,86.89,409.98,323.09,1163.52,840.43,1.31,66.32,8.33,5.08,17908.5,298.5,29350.14,489.18,Concrete,Very Good
Bulwang to Poblacion 2,27672.8,77.99,411.35,333.36,1351.37,1018.01,1.21,61.81,8.33,4.52,19932.36,332.22,36721.62,612.0,Concrete,Very Good
Bulwang to Poblacion 3,29002.62,77.97,410.68,332.71,1558.38,1225.67,1.16,63.02,8.33,4.18,20890.26,348.18,41667.12,694.44,Concrete,Very Good
Bulwang to Poblacion 4,24042.6,77.98,410.74,332.76,1172.14,839.38,1.39,60.94,8.33,5.51,17317.62,288.6,26161.14,436.02,Concrete,Very Good
Cabolo-an to Poblacion 1,23882.13,86.89,314.99,228.1,1060.78,832.68,0.96,66.32,8.33,4.8,17202.0,286.68,29857.08,497.64,Concrete,Very Good
Cabolo-an to Poblacion 2,30019.28,87.06,314.51,227.45,1378.73,1151.28,0.76,64.06,8.33,4.1,21622.56,360.36,43915.5,731.94,Concrete,Very Good
Cabolo-an to Poblacion 3,28680.38,87.01,314.54,227.53,1514.25,1286.72,0.8,61.81,8.33,4.1,20658.12,344.28,41987.94,699.78,Concrete,Very Good
Cabolo-an to Poblacion 4,21223.94,77.98,314.54,236.56,988.57,752.01,1.12,45.2,8.33,5.81,15287.34,254.76,21914.52,365.22,Concrete,Very Good
Cabunga-an to Poblacion 1,22029.75,86.89,396.9,310.0,994.29,684.28,1.42,66.32,8.33,5.49,15867.78,264.48,24061.5,401.04,Concrete,Very Good
Cabunga-an to Poblacion 2,26800.88,87.01,397.0,309.99,1443.82,1133.83,1.17,61.81,8.33,4.08,19304.34,321.72,39384.06,656.4,Concrete,Very Good
Cabunga-an to Poblacion 3,21757.52,86.91,397.04,310.13,1018.49,708.36,1.43,54.21,8.33,5.57,15671.7,261.18,23441.4,390.66,Concrete,Very Good
Cabunga-an to Poblacion 4,20334.08,86.89,396.9,310.0,918.68,608.67,1.53,66.32,8.33,5.99,14646.42,244.08,20367.54,339.48,Concrete,Very Good
Cagay to Poblacion 1,22800.01,598.42,86.98,-511.44,530.29,1041.74,-2.26,59.61,8.33,4.46,16422.6,273.72,30684.84,511.44,Concrete,Very Good
Cagay to Poblacion 2,27624.11,87.1,598.23,511.12,1557.86,1046.74,1.86,94.41,8.33,4.01,19897.32,331.62,41336.28,688.92,Concrete,Very Good
Camandag to Poblacion 1,24072.88,86.89,413.65,326.76,1129.4,802.65,1.37,66.32,8.33,5.56,17339.4,289.02,25993.14,433.2,Concrete,Very Good
Camandag to Poblacion 2,27148.64,77.99,413.52,335.53,1321.64,986.11,1.24,61.81,8.33,4.93,19554.84,325.92,33041.34,550.68,Concrete,Very Good
Camandag to Poblacion 3,28252.28,77.97,413.5,335.54,1525.17,1189.63,1.2,63.02,8.33,4.64,20349.78,339.18,36506.22,608.46,Concrete,Very Good
Camandag to Poblacion 4,23291.15,77.98,413.63,335.65,1138.83,803.17,1.45,60.94,8.33,5.93,16776.36,279.6,23557.74,392.64,Concrete,Very Good
Danao to Poblacion 1,23875.71,495.7,86.98,-408.72,706.59,1115.31,-1.72,94.53,8.33,4.55,17197.38,286.62,31458.78,524.34,Concrete,Very Good
Danao to Poblacion 2,28695.69,87.13,495.64,408.51,1629.77,1221.25,1.44,96.63,8.33,4.05,20669.16,344.46,42561.0,709.38,Concrete,Very Good
Lampaya to Poblacion 1,18976.36,533.89,86.98,-446.91,354.27,801.19,-2.37,59.61,8.33,5.5,13668.42,227.82,20685.12,344.76,Concrete,Very Good
Lampaya to Poblacion 2,23247.63,77.97,533.92,455.96,1273.17,817.22,1.97,61.81,8.33,4.38,16744.98,279.06,31838.22,530.64,Concrete,Very Good
Lampaya to Poblacion 3,17138.18,86.91,534.01,447.11,790.7,343.59,2.62,42.64,8.33,6.09,12344.4,205.74,16886.7,281.46,Concrete,Very Good
Maliao to Poblacion 1,17681.8,604.38,86.98,-517.39,249.08,766.48,-2.94,59.61,8.33,5.87,12736.02,212.28,18071.34,301.2,Concrete,Very Good
Maliao to Poblacion 2,22017.05,77.97,613.25,535.29,1248.83,713.55,2.45,61.81,8.33,4.74,15858.6,264.3,27873.24,464.58,Concrete,Very Good
Maliao to Poblacion 3,17478.76,86.91,605.09,518.18,846.34,328.16,2.98,42.64,8.33,5.93,12589.74,209.82,17680.08,294.66,Concrete,Very Good
