Path_Name,Distance_m,Start_Elevation_m,End_Elevation_m,Elevation_Diff_m,Total_Ascent_m,Total_Descent_m,Gradient_Percent,Max_Slope_Percent,Base_Speed_mps,Adj_Speed_mps,Travel_Time_s,Travel_Time_min,Travel_Time_with_Slope_s,Travel_Time_with_Slope_min,Road_Type,Condition
Marirong to Poblacion 2,15431.01,258.42,86.91,-171.51,302.39,473.9,-1.11,46.22,8.33,4.2,1574.59,26.24,3121.1,52.02,Concrete,Very Good
Marirong to Poblacion 3,16276.77,258.42,87.12,-171.31,464.72,636.02,-1.06,34.75,8.33,4.08,1660.89,27.68,3393.5,56.56,Concrete,Very Good
Tacuyong Norte to Poblacion 1,13043.31,87.02,248.41,161.39,547.01,385.62,1.24,32.96,8.33,4.6,1330.95,22.18,2410.18,40.17,Concrete,Very Good
Tacuyong Norte to Poblacion 2,15725.77,251.28,87.05,-164.22,556.37,720.6,-1.05,38.54,8.33,4.08,1604.67,26.74,3278.17,54.64,Concrete,Very Good
Tacuyong Norte to Poblacion 3,16129.71,251.33,87.12,-164.21,451.73,615.94,-1.02,33.7,8.33,4.08,1645.89,27.43,3360.45,56.01,Concrete,Very Good
Baje to Poblacion 1,9967.89,221.77,87.05,-134.71,291.23,425.95,-1.36,38.54,8.33,4.05,1017.14,16.95,2091.02,34.85,Concrete,Very Good
Baje to Poblacion 2,13651.64,222.0,87.12,-134.89,364.26,499.15,-0.99,37.52,8.33,4.08,1393.02,23.21,2842.41,47.37,Concrete,Very Good
Baje to Poblacion 3,15930.78,221.58,87.12,-134.46,439.53,573.99,-0.85,33.25,8.33,4.09,1625.59,27.09,3307.2,55.12,Concrete,Very Good
Carara-an to Poblacion 1,12134.62,77.98,228.7,150.72,404.28,253.57,1.25,32.71,8.33,5.93,1238.23,20.64,1738.11,28.97,Concrete,Very Good
Carara-an to Poblacion 2,13579.83,77.99,229.2,151.21,369.74,218.54,1.12,32.6,8.33,5.2,1385.7,23.09,2219.21,36.98,Concrete,Very Good
Carara-an to Poblacion 3,15714.36,77.89,229.19,151.3,493.24,341.94,0.97,60.25,8.33,4.12,1603.51,26.72,3241.48,54.03,Concrete,Very Good
Isian Victoria to Poblacion 1,5963.03,275.35,86.95,-188.39,93.93,282.33,-3.17,23.1,8.33,3.9,608.47,10.14,1299.3,21.66,Concrete,Very Good
Isian Victoria to Poblacion 2,5377.44,275.35,86.8,-188.55,72.03,260.58,-3.52,21.79,8.33,3.87,548.72,9.15,1180.47,19.68,Concrete,Very Good
Salngan to Poblacion 1,4684.52,228.5,86.82,-141.68,64.9,206.58,-3.03,21.76,8.33,3.91,478.01,7.96,1017.76,16.97,Concrete,Very Good
Salngan to Poblacion 2,8501.94,228.5,87.1,-141.4,178.26,319.65,-1.67,24.72,8.33,4.03,867.54,14.46,1794.96,29.92,Concrete,Very Good
Magcapay to Poblacion 1,10682.64,215.35,87.17,-128.18,313.52,441.7,-1.2,35.76,8.33,4.06,1090.07,18.16,2233.95,37.23,Concrete,Very Good
Magcapay to Poblacion 2,10753.05,215.28,87.05,-128.22,292.92,421.15,-1.2,36.21,8.33,4.07,1097.25,18.28,2248.3,37.47,Concrete,Very Good
Magcapay to Poblacion 3,10905.36,215.28,87.05,-128.22,318.15,446.38,-1.18,36.21,8.33,4.07,1112.79,18.55,2279.39,37.99,Concrete,Very Good
Magcapay to Poblacion 4,12858.85,215.3,87.02,-128.28,435.24,563.52,-1.0,33.83,8.33,4.08,1312.13,21.87,2677.94,44.63,Concrete,Very Good
Siol Norte to Poblacion 1,8311.13,142.64,87.06,-55.58,146.1,201.68,-0.67,22.66,8.33,4.11,848.07,14.14,1719.18,28.65,Concrete,Very Good
Siol Norte to Poblacion 2,7286.43,142.6,87.06,-55.54,125.95,181.49,-0.76,24.3,8.33,4.1,743.51,12.39,1510.08,25.17,Concrete,Very Good
Siol Norte to Poblacion 3,6337.52,142.63,86.92,-55.72,103.09,158.81,-0.88,23.6,8.33,4.42,646.69,10.78,1220.01,20.33,Concrete,Very Good
Siol Sur to Poblacion 1,6824.48,75.6,87.03,11.42,147.06,135.63,0.17,14.71,8.33,4.15,696.38,11.6,1397.43,23.29,Concrete,Very Good
Siol Sur to Poblacion 2,9529.49,75.58,87.06,11.48,233.1,221.62,0.12,24.32,8.33,4.15,972.4,16.21,1949.5,32.5,Concrete,Very Good
Siol Sur to Poblacion 3,7527.26,75.45,86.92,11.47,187.08,175.61,0.15,24.35,8.33,4.15,768.09,12.8,1540.88,25.68,Concrete,Very Good
Tu-og to Poblacion 1,10877.74,113.41,87.06,-26.34,278.27,304.62,-0.24,32.13,8.33,4.14,1109.97,18.5,2230.78,37.18,Concrete,Very Good
Tu-og to Poblacion 2,9825.17,113.44,87.06,-26.38,256.37,282.75,-0.27,32.14,8.33,4.14,1002.57,16.71,2015.99,33.6,Concrete,Very Good
Tu-og to Poblacion 3,7321.72,113.41,86.92,-26.49,195.24,221.73,-0.36,32.3,8.33,4.13,747.12,12.45,1505.15,25.08,Concrete,Very Good
Tu-og to Poblacion 4,6789.53,113.4,86.92,-26.48,156.22,182.7,-0.39,35.88,8.33,4.41,692.81,11.54,1308.81,21.81,Concrete,Very Good
Paoy to Poblacion 1,5578.2,194.65,87.04,-107.61,86.32,193.93,-1.93,25.68,8.33,4.01,569.2,9.49,1181.77,19.69,Concrete,Very Good
Paoy to Poblacion 2,5371.99,194.71,87.02,-107.69,159.72,267.41,-2.01,25.78,8.33,4.32,548.16,9.14,1056.24,17.6,Concrete,Very Good
Paoy to Poblacion 3,9444.99,194.42,87.04,-107.38,276.15,383.54,-1.14,34.65,8.33,4.07,963.77,16.06,1972.58,32.88,Concrete,Very Good
Cawilihan to Poblacion 1,15928.35,77.98,336.21,258.23,694.41,436.18,1.63,40.2,8.33,5.32,1625.34,27.09,2546.22,42.44,Concrete,Very Good
Cawilihan to Poblacion 2,14389.95,336.11,86.98,-249.13,207.48,456.61,-1.74,40.2,8.33,5.67,1468.36,24.47,2158.63,35.98,Concrete,Very Good
Cawilihan to Poblacion 3,18702.11,77.97,336.37,258.4,951.34,692.93,1.39,45.3,8.33,4.17,1908.38,31.81,3813.06,63.55,Concrete,Very Good
Coyugan Norte to Poblacion 1,10871.27,180.62,86.93,-93.69,347.24,440.93,-0.87,37.82,8.33,4.52,1109.31,18.49,2043.22,34.05,Concrete,Very Good
Coyugan Norte to Poblacion 2,10899.78,184.94,86.91,-98.03,153.93,251.96,-0.9,36.85,8.33,4.52,1112.22,18.54,2049.77,34.16,Concrete,Very Good
Coyugan Norte to Poblacion 3,19883.96,77.99,182.02,104.03,669.43,565.4,0.53,44.88,8.33,4.12,2028.98,33.81,4101.04,68.35,Concrete,Very Good
Coyugan Norte to Poblacion 4,19108.4,182.21,87.05,-95.16,712.83,807.99,-0.5,38.54,8.33,4.12,1949.84,32.5,3939.1,65.65,Concrete,Very Good
Nalbang to Poblacion 1,11644.82,87.02,293.53,206.52,502.63,296.12,1.78,32.96,8.33,4.79,1188.25,19.8,2064.35,34.41,Concrete,Very Good
Nalbang to Poblacion 2,17467.23,77.99,294.33,216.34,607.43,391.09,1.24,44.88,8.33,4.06,1782.37,29.71,3655.62,60.93,Concrete,Very Good
Nalbang to Poblacion 3,16720.94,291.25,87.05,-204.2,552.74,756.94,-1.23,38.54,8.33,4.06,1706.22,28.44,3498.3,58.3,Concrete,Very Good
Tagsing to Poblacion 1,14240.61,225.98,86.98,-139.0,210.88,349.87,-0.98,34.68,8.33,5.77,1453.13,24.22,2099.32,34.99,Concrete,Very Good
Tagsing to Poblacion 2,15778.66,77.98,225.98,148.0,588.09,440.1,0.94,32.62,8.33,5.41,1610.07,26.83,2481.06,41.35,Concrete,Very Good
Tagsing to Poblacion 3,18580.2,77.97,226.0,148.03,850.48,702.45,0.8,45.3,8.33,4.21,1895.94,31.6,3750.97,62.52,Concrete,Very Good
Coyugan Sur to Poblacion 1,10092.51,231.97,86.93,-145.04,264.42,409.46,-1.44,23.15,8.33,4.92,1029.85,17.16,1742.7,29.04,Concrete,Very Good
Coyugan Sur to Poblacion 2,19454.23,77.99,231.97,153.97,650.0,496.02,0.79,44.88,8.33,4.1,1985.12,33.08,4034.35,67.24,Concrete,Very Good
Coyugan Sur to Poblacion 3,13174.54,231.97,86.91,-145.06,253.73,398.79,-1.1,37.82,8.33,4.07,1344.34,22.41,2749.39,45.82,Concrete,Very Good
Coyugan Sur to Poblacion 4,18684.1,231.97,87.05,-144.91,656.61,801.52,-0.78,38.54,8.33,4.1,1906.54,31.77,3873.46,64.56,Concrete,Very Good
Ayubo to Poblacion 1,10831.81,306.94,87.12,-219.82,190.07,409.89,-2.03,29.76,8.33,5.0,1105.29,18.42,1840.83,30.68,Concrete,Very Good
Ayubo to Poblacion 2,10484.27,77.97,305.63,227.66,426.42,198.77,2.18,35.34,8.33,5.52,1069.83,17.83,1615.36,26.92,Concrete,Very Good
Ayubo to Poblacion 3,12285.23,304.56,87.05,-217.51,366.76,584.27,-1.78,38.54,8.33,4.08,1253.6,20.89,2558.13,42.64,Concrete,Very Good
Ayubo to Poblacion 4,17256.36,87.02,305.81,218.79,738.03,519.24,1.27,32.96,8.33,4.06,1760.85,29.35,3613.73,60.23,Concrete,Very Good
Cananaman to Poblacion 1,12049.64,242.28,87.12,-155.16,274.48,429.64,-1.29,29.76,8.33,4.06,1229.56,20.49,2524.3,42.08,Concrete,Very Good
Cananaman to Poblacion 2,11695.6,77.97,241.69,163.71,445.98,282.27,1.4,35.34,8.33,4.05,1193.43,19.89,2455.85,40.93,Concrete,Very Good
Cananaman to Poblacion 3,10923.49,241.72,87.05,-154.67,340.38,495.05,-1.42,38.54,8.33,4.05,1114.64,18.58,2294.57,38.24,Concrete,Very Good
Odong-Odong to Poblacion 1,9805.96,281.79,87.12,-194.67,172.08,366.75,-1.99,26.21,8.33,4.0,1000.61,16.68,2084.17,34.74,Concrete,Very Good
Odong-Odong to Poblacion 2,10897.5,77.97,281.77,203.8,435.37,231.57,1.88,35.34,8.33,4.01,1111.99,18.53,2310.71,38.51,Concrete,Very Good
Odong-Odong to Poblacion 3,15077.49,281.77,87.05,-194.72,455.22,649.93,-1.3,38.54,8.33,4.06,1538.52,25.64,3159.0,52.65,Concrete,Very Good
Pepe to Poblacion 1,9265.34,309.91,87.12,-222.79,147.1,369.89,-2.41,25.49,8.33,4.58,945.45,15.76,1720.26,28.67,Concrete,Very Good
Pepe to Poblacion 2,9563.4,77.97,309.75,231.78,408.59,176.82,2.43,35.34,8.33,4.74,975.86,16.26,1714.88,28.59,Concrete,Very Good
Pepe to Poblacion 3,13691.55,309.25,87.05,-222.19,398.94,621.13,-1.63,38.54,8.33,4.03,1397.09,23.28,2888.37,48.14,Concrete,Very Good
Manampunay to Poblacion 1,11336.49,334.9,87.05,-247.85,300.15,548.0,-2.2,38.54,8.33,3.98,1156.78,19.28,2419.85,40.33,Concrete,Very Good
Manampunay to Poblacion 2,16193.1,87.02,334.88,247.87,718.67,470.8,1.54,32.96,8.33,4.04,1652.36,27.54,3409.55,56.82,Concrete,Very Good
Manampunay to Poblacion 3,15804.8,334.86,87.05,-247.8,493.82,741.62,-1.58,38.54,8.33,4.03,1612.74,26.88,3330.42,55.5,Concrete,Very Good
Manampunay to Poblacion 4,14390.42,334.9,87.12,-247.78,319.92,567.7,-1.73,33.02,8.33,4.02,1468.41,24.47,3041.9,50.7,Concrete,Very Good
Manampunay to Poblacion 5,15004.36,334.56,87.12,-247.44,371.59,619.03,-1.66,37.52,8.33,4.03,1531.05,25.52,3166.95,52.78,Concrete,Very Good
Tacuyong Sur to Poblacion 1,7779.69,222.35,87.05,-135.3,180.15,315.45,-1.74,27.02,8.33,4.52,793.85,13.23,1461.4,24.35,Concrete,Very Good
Tacuyong Sur to Poblacion 2,15643.47,215.25,87.12,-128.13,473.65,601.78,-0.82,37.75,8.33,4.1,1596.27,26.6,3245.93,54.1,Concrete,Very Good
Tacuyong Sur to Poblacion 3,9971.5,215.25,87.02,-128.23,319.68,447.91,-1.29,30.84,8.33,4.06,1017.5,16.96,2088.99,34.82,Concrete,Very Good
Tacuyong Sur to Poblacion 4,7937.7,222.35,87.05,-135.3,196.39,331.69,-1.71,27.02,8.33,4.38,809.97,13.5,1541.5,25.7,Concrete,Very Good
Capt. Fernando to Poblacion 1,5808.03,181.78,87.19,-94.59,184.41,279.0,-1.64,27.61,8.33,4.03,592.65,9.88,1225.44,20.43,Concrete,Very Good
Capt. Fernando to Poblacion 2,8749.2,181.82,87.04,-94.78,264.53,359.31,-1.09,35.49,8.33,4.07,892.77,14.88,1825.26,30.42,Concrete,Very Good
Capt. Fernando to Poblacion 3,8006.32,181.81,87.02,-94.79,269.17,363.95,-1.19,26.59,8.33,4.07,816.97,13.62,1673.76,27.9,Concrete,Very Good
Capt. Fernando to Poblacion 4,8215.19,181.72,87.04,-94.68,191.85,286.52,-1.16,26.17,8.33,4.07,838.29,13.97,1716.24,28.6,Concrete,Very Good
Gumboc to Poblacion 1,6844.99,236.65,87.02,-149.63,158.17,307.8,-2.19,24.98,8.33,3.98,698.47,11.64,1461.06,24.35,Concrete,Very Good
Gumboc to Poblacion 2,7048.1,87.41,236.96,149.55,315.09,165.54,2.13,30.65,8.33,3.99,719.19,11.98,1502.4,25.04,Concrete,Very Good
Gumboc to Poblacion 3,8137.13,237.48,87.04,-150.44,161.52,311.96,-1.85,26.17,8.33,4.01,830.32,13.84,1724.6,28.75,Concrete,Very Good
Lang-og to Poblacion 1,5562.05,195.82,86.94,-108.88,140.64,249.53,-1.97,37.49,8.33,4.0,567.55,9.46,1181.56,19.69,Concrete,Very Good
Lang-og to Poblacion 2,6464.01,77.97,195.83,117.86,296.02,178.16,1.83,42.9,8.33,4.01,659.59,10.99,1369.35,22.82,Concrete,Very Good
Mocol to Poblacion 1,8743.96,246.77,87.05,-159.72,208.36,368.08,-1.83,34.72,8.33,4.5,892.24,14.87,1650.4,27.51,Concrete,Very Good
Mocol to Poblacion 2,8879.81,246.77,87.05,-159.72,224.97,384.69,-1.81,34.72,8.33,4.39,906.1,15.1,1719.1,28.65,Concrete,Very Good
Mocol to Poblacion 3,11025.53,249.56,87.02,-162.54,252.72,415.26,-1.48,30.84,8.33,4.04,1125.05,18.75,2318.72,38.64,Concrete,Very Good
Bucari to Poblacion 1,20972.35,86.89,560.44,473.55,962.34,488.79,2.27,66.32,8.33,5.32,2140.04,35.67,3352.73,55.88,Concrete,Very Good
Bucari to Poblacion 2,25177.41,77.97,560.5,482.53,1376.2,893.67,1.93,61.81,8.33,4.29,2569.12,42.81,4990.85,83.18,Concrete,Very Good
Bucari to Poblacion 3,20696.49,86.91,560.42,473.51,985.64,512.13,2.3,42.64,8.33,5.4,2111.88,35.2,3260.5,54.34,Concrete,Very Good
Bulwang to Poblacion 1,24862.94,86.89,409.98,323.09,1163.52,840.43,1.31,66.32,8.33,5.08,2537.04,42.29,4157.94,69.3,Concrete,Very Good
Bulwang to Poblacion 2,27672.8,77.99,411.35,333.36,1351.37,1018.01,1.21,61.81,8.33,4.52,2823.75,47.06,5202.23,86.7,Concrete,Very Good
Bulwang to Poblacion 3,29002.62,77.97,410.68,332.71,1558.38,1225.67,1.16,63.02,8.33,4.18,2959.45,49.33,5902.84,98.38,Concrete,Very Good
Bulwang to Poblacion 4,24042.6,77.98,410.74,332.76,1172.14,839.38,1.39,60.94,8.33,5.51,2453.33,40.88,3706.16,61.77,Concrete,Very Good
Cabolo-an to Poblacion 1,23882.13,86.89,314.99,228.1,1060.78,832.68,0.96,66.32,8.33,4.8,2436.95,40.61,4229.75,70.5,Concrete,Very Good
Cabolo-an to Poblacion 2,30019.28,87.06,314.51,227.45,1378.73,1151.28,0.76,64.06,8.33,4.1,3063.2,51.05,6221.36,103.69,Concrete,Very Good
Cabolo-an to Poblacion 3,28680.38,87.01,314.54,227.53,1514.25,1286.72,0.8,61.81,8.33,4.1,2926.57,48.77,5948.29,99.14,Concrete,Very Good
Cabolo-an to Poblacion 4,21223.94,77.98,314.54,236.56,988.57,752.01,1.12,45.2,8.33,5.81,2165.71,36.09,3104.56,51.74,Concrete,Very Good
Cabunga-an to Poblacion 1,22029.75,86.89,396.9,310.0,994.29,684.28,1.42,66.32,8.33,5.49,2247.94,37.47,3408.71,56.81,Concrete,Very Good
Cabunga-an to Poblacion 2,26800.88,87.01,397.0,309.99,1443.82,1133.83,1.17,61.81,8.33,4.08,2734.78,45.58,5579.41,92.99,Concrete,Very Good
Cabunga-an to Poblacion 3,21757.52,86.91,397.04,310.13,1018.49,708.36,1.43,54.21,8.33,5.57,2220.16,37.0,3320.86,55.34,Concrete,Very Good
Cabunga-an to Poblacion 4,20334.08,86.89,396.9,310.0,918.68,608.67,1.53,66.32,8.33,5.99,2074.91,34.58,2885.4,48.09,Concrete,Very Good
Cagay to Poblacion 1,22800.01,598.42,86.98,-511.44,530.29,1041.74,-2.26,59.61,8.33,4.46,2326.54,38.78,4347.02,72.45,Concrete,Very Good
Cagay to Poblacion 2,27624.11,87.1,598.23,511.12,1557.86,1046.74,1.86,94.41,8.33,4.01,2818.79,46.98,5855.97,97.6,Concrete,Very Good
Camandag to Poblacion 1,24072.88,86.89,413.65,326.76,1129.4,802.65,1.37,66.32,8.33,5.56,2456.42,40.94,3682.36,61.37,Concrete,Very Good
Camandag to Poblacion 2,27148.64,77.99,413.52,335.53,1321.64,986.11,1.24,61.81,8.33,4.93,2770.27,46.17,4680.86,78.01,Concrete,Very Good
Camandag to Poblacion 3,28252.28,77.97,413.5,335.54,1525.17,1189.63,1.2,63.02,8.33,4.64,2882.89,48.05,5171.71,86.2,Concrete,Very Good
Camandag to Poblacion 4,23291.15,77.98,413.63,335.65,1138.83,803.17,1.45,60.94,8.33,5.93,2376.65,39.61,3337.35,55.62,Concrete,Very Good
Danao to Poblacion 1,23875.71,495.7,86.98,-408.72,706.59,1115.31,-1.72,94.53,8.33,4.55,2436.3,40.6,4456.66,74.28,Concrete,Very Good
Danao to Poblacion 2,28695.69,87.13,495.64,408.51,1629.77,1221.25,1.44,96.63,8.33,4.05,2928.13,48.8,6029.48,100.5,Concrete,Very Good
Lampaya to Poblacion 1,18976.36,533.89,86.98,-446.91,354.27,801.19,-2.37,59.61,8.33,5.5,1936.36,32.27,2930.39,48.84,Concrete,Very Good
Lampaya to Poblacion 2,23247.63,77.97,533.92,455.96,1273.17,817.22,1.97,61.81,8.33,4.38,2372.21,39.53,4510.41,75.17,Concrete,Very Good
Lampaya to Poblacion 3,17138.18,86.91,534.01,447.11,790.7,343.59,2.62,42.64,8.33,6.09,1748.79,29.15,2392.28,39.87,Concrete,Very Good
Maliao to Poblacion 1,17681.8,604.38,86.98,-517.39,249.08,766.48,-2.94,59.61,8.33,5.87,1804.27,30.07,2560.11,42.67,Concrete,Very Good
Maliao to Poblacion 2,22017.05,77.97,613.25,535.29,1248.83,713.55,2.45,61.81,8.33,4.74,2246.63,37.44,3948.71,65.82,Concrete,Very Good
Maliao to Poblacion 3,17478.76,86.91,605.09,518.18,846.34,328.16,2.98,42.64,8.33,5.93,1783.55,29.72,2504.68,41.74,Concrete,Very Good
