Path_Name,Distance_m,Start_Elevation_m,End_Elevation_m,Elevation_Diff_m,Total_Ascent_m,Total_Descent_m,Gradient_Percent,Max_Slope_Percent,Base_Speed_mps,Adj_Speed_mps,Travel_Time_s,Travel_Time_min,Travel_Time_with_Slope_s,Travel_Time_with_Slope_min,Road_Type,Condition
Nalbang to Poblacion 2,18080.71,86.93,294.33,207.4,618.41,411.01,1.15,44.88,8.33,8.14,2170.55,36.18,2221.7,37.03,Concrete,Very Good
Nalbang to Poblacion 3,16720.94,291.25,87.05,-204.2,552.74,756.94,-1.23,38.54,8.33,8.13,2007.32,33.46,2057.82,34.3,Concrete,Very Good
Tagsing to Poblacion 1,14240.61,225.98,86.98,-139.0,210.88,349.87,-0.98,34.68,8.33,8.17,1709.56,28.49,1743.66,29.06,Concrete,Very Good
Tagsing to Poblacion 2,16391.82,86.93,225.98,139.05,599.07,460.02,0.85,32.62,8.33,8.19,1967.81,32.8,2001.91,33.37,Concrete,Very Good
Tagsing to Poblacion 3,19193.17,86.93,226.0,139.07,861.44,722.37,0.73,45.3,8.33,8.21,2304.1,38.4,2338.17,38.97,Concrete,Very Good
Coyugan Sur to Poblacion 1,10092.51,231.97,86.93,-145.04,264.42,409.46,-1.44,23.15,8.33,8.09,1211.59,20.19,1247.57,20.79,Concrete,Very Good
Coyugan Sur to Poblacion 2,20067.71,86.93,231.97,145.04,660.98,515.95,0.73,44.88,8.33,8.21,2409.09,40.15,2444.55,40.74,Concrete,Very Good
Coyugan Sur to Poblacion 3,13174.54,231.97,86.91,-145.06,253.73,398.79,-1.1,37.82,8.33,8.15,1581.58,26.36,1617.29,26.95,Concrete,Very Good
Coyugan Sur to Poblacion 4,18684.1,231.97,87.05,-144.91,656.61,801.52,-0.78,38.54,8.33,8.2,2242.99,37.38,2278.5,37.98,Concrete,Very Good
Ayubo to Poblacion 1,10831.81,306.94,87.12,-219.82,190.07,409.89,-2.03,29.76,8.33,7.99,1300.34,21.67,1355.49,22.59,Concrete,Very Good
Ayubo to Poblacion 2,11097.37,86.93,305.63,218.7,437.39,218.69,1.98,35.34,8.33,8.0,1332.22,22.2,1387.07,23.12,Concrete,Very Good
Ayubo to Poblacion 3,12285.23,304.56,87.05,-217.51,366.76,584.27,-1.78,38.54,8.33,8.03,1474.82,24.58,1529.22,25.49,Concrete,Very Good
Ayubo to Poblacion 4,17256.36,87.02,305.81,218.79,738.03,519.24,1.27,32.96,8.33,8.12,2071.59,34.53,2125.72,35.43,Concrete,Very Good
Cananaman to Poblacion 1,12049.64,242.28,87.12,-155.16,274.48,429.64,-1.29,29.76,8.33,8.11,1446.54,24.11,1484.88,24.75,Concrete,Very Good
Cananaman to Poblacion 2,12308.71,86.93,241.69,154.75,456.95,302.19,1.26,35.34,8.33,8.12,1477.64,24.63,1515.89,25.26,Concrete,Very Good
Cananaman to Poblacion 3,10923.49,241.72,87.05,-154.67,340.38,495.05,-1.42,38.54,8.33,8.09,1311.34,21.86,1349.75,22.5,Concrete,Very Good
Odong-Odong to Poblacion 1,9805.96,281.79,87.12,-194.67,172.08,366.75,-1.99,26.21,8.33,8.0,1177.19,19.62,1225.98,20.43,Concrete,Very Good
Odong-Odong to Poblacion 2,11510.6,86.93,281.77,194.84,446.34,251.49,1.7,35.34,8.33,8.05,1381.82,23.03,1430.41,23.84,Concrete,Very Good
Odong-Odong to Poblacion 3,15077.49,281.77,87.05,-194.72,455.22,649.93,-1.3,38.54,8.33,8.11,1810.02,30.17,1858.23,30.97,Concrete,Very Good
Pepe to Poblacion 1,9265.34,309.91,87.12,-222.79,147.1,369.89,-2.41,25.49,8.33,7.93,1112.29,18.54,1168.62,19.48,Concrete,Very Good
Pepe to Poblacion 2,10176.5,86.93,309.75,222.82,419.56,196.74,2.2,35.34,8.33,7.96,1221.67,20.36,1277.82,21.3,Concrete,Very Good
Pepe to Poblacion 3,13691.55,309.25,87.05,-222.19,398.94,621.13,-1.63,38.54,8.33,8.06,1643.64,27.39,1699.04,28.32,Concrete,Very Good
Manampunay to Poblacion 1,11336.49,334.9,87.05,-247.85,300.15,548.0,-2.2,38.54,8.33,7.96,1360.92,22.68,1423.44,23.72,Concrete,Very Good
Manampunay to Poblacion 2,16193.1,87.02,334.88,247.87,718.67,470.8,1.54,32.96,8.33,8.07,1943.95,32.4,2005.62,33.43,Concrete,Very Good
Manampunay to Poblacion 3,15804.8,334.86,87.05,-247.8,493.82,741.62,-1.58,38.54,8.33,8.07,1897.34,31.62,1959.07,32.65,Concrete,Very Good
Manampunay to Poblacion 4,14390.42,334.9,87.12,-247.78,319.92,567.7,-1.73,33.02,8.33,8.04,1727.54,28.79,1789.36,29.82,Concrete,Very Good
Manampunay to Poblacion 5,15004.36,334.56,87.12,-247.44,371.59,619.03,-1.66,37.52,8.33,8.05,1801.24,30.02,1862.91,31.05,Concrete,Very Good
Tacuyong Sur to Poblacion 1,7779.69,222.35,87.05,-135.3,180.15,315.45,-1.74,27.02,8.33,8.04,933.94,15.57,967.7,16.13,Concrete,Very Good
Tacuyong Sur to Poblacion 2,15643.47,215.25,87.12,-128.13,473.65,601.78,-0.82,37.75,8.33,8.19,1877.97,31.3,1909.37,31.82,Concrete,Very Good
Tacuyong Sur to Poblacion 3,9971.5,215.25,87.02,-128.23,319.68,447.91,-1.29,30.84,8.33,8.11,1197.06,19.95,1228.81,20.48,Concrete,Very Good
Tacuyong Sur to Poblacion 4,7937.7,222.35,87.05,-135.3,196.39,331.69,-1.71,27.02,8.33,8.05,952.91,15.88,986.66,16.44,Concrete,Very Good
Capt. Fernando to Poblacion 1,5808.0,181.78,87.19,-94.59,184.41,279.0,-1.64,27.61,8.33,8.06,697.24,11.62,720.84,12.01,Concrete,Very Good
Capt. Fernando to Poblacion 2,8749.2,181.82,87.04,-94.78,264.53,359.31,-1.09,35.49,8.33,8.15,1050.32,17.51,1073.68,17.89,Concrete,Very Good
Capt. Fernando to Poblacion 3,8006.32,181.81,87.02,-94.79,269.17,363.95,-1.19,26.59,8.33,8.13,961.14,16.02,984.57,16.41,Concrete,Very Good
Capt. Fernando to Poblacion 4,8215.19,181.72,87.04,-94.68,191.85,286.52,-1.16,26.17,8.33,8.14,986.22,16.44,1009.56,16.83,Concrete,Very Good
Gumboc to Poblacion 1,6844.99,236.65,87.02,-149.63,158.17,307.8,-2.19,24.98,8.33,7.96,821.73,13.7,859.44,14.32,Concrete,Very Good
Gumboc to Poblacion 2,7048.1,87.41,236.96,149.55,315.09,165.54,2.13,30.65,8.33,7.98,846.11,14.1,883.76,14.73,Concrete,Very Good
Gumboc to Poblacion 3,8137.13,237.48,87.04,-150.44,161.52,311.96,-1.85,26.17,8.33,8.02,976.85,16.28,1014.47,16.91,Concrete,Very Good
Lang-og to Poblacion 1,5562.05,195.82,86.94,-108.88,140.64,249.53,-1.97,37.49,8.33,8.0,667.71,11.13,695.04,11.58,Concrete,Very Good
Lang-og to Poblacion 2,7077.14,86.93,195.83,108.9,306.98,198.08,1.55,42.9,8.33,8.07,849.6,14.16,876.69,14.61,Concrete,Very Good
Mocol to Poblacion 1,8743.96,246.77,87.05,-159.72,208.36,368.08,-1.83,34.72,8.33,8.02,1049.69,17.49,1089.64,18.16,Concrete,Very Good
Mocol to Poblacion 2,8879.81,246.77,87.05,-159.72,224.97,384.69,-1.81,34.72,8.33,8.03,1066.0,17.77,1105.93,18.43,Concrete,Very Good
Mocol to Poblacion 3,11025.53,249.56,87.02,-162.54,252.72,415.26,-1.48,30.84,8.33,8.08,1323.59,22.06,1363.95,22.73,Concrete,Very Good
Bucari to Poblacion 1,20972.35,86.89,560.44,473.55,962.34,488.79,2.27,66.32,8.33,7.95,2517.69,41.96,2637.49,43.96,Concrete,Very Good
Bucari to Poblacion 2,25790.38,86.93,560.5,473.57,1387.16,913.59,1.85,61.81,8.33,8.02,3096.08,51.6,3214.94,53.58,Concrete,Very Good
Bucari to Poblacion 3,20696.49,86.91,560.42,473.51,985.64,512.13,2.3,42.64,8.33,7.95,2484.57,41.41,2604.33,43.41,Concrete,Very Good
Bulwang to Poblacion 1,24862.94,86.89,409.98,323.09,1163.52,840.43,1.31,66.32,8.33,8.11,2984.75,49.75,3064.99,51.08,Concrete,Very Good
Bulwang to Poblacion 2,28286.28,86.93,411.35,324.42,1362.36,1037.94,1.16,61.81,8.33,8.14,3395.71,56.6,3476.03,57.93,Concrete,Very Good
Bulwang to Poblacion 3,29615.59,86.93,410.68,323.75,1569.34,1245.6,1.1,63.02,8.33,8.15,3555.29,59.25,3635.38,60.59,Concrete,Very Good
Bulwang to Poblacion 4,24655.77,86.93,410.74,323.81,1183.11,859.31,1.32,60.94,8.33,8.11,2959.88,49.33,3040.25,50.67,Concrete,Very Good
Cabolo-an to Poblacion 1,23882.13,86.89,314.99,228.1,1060.78,832.68,0.96,66.32,8.33,8.17,2867.0,47.78,2923.24,48.72,Concrete,Very Good
Cabolo-an to Poblacion 2,30019.28,87.06,314.51,227.45,1378.73,1151.28,0.76,64.06,8.33,8.2,3603.76,60.06,3659.62,60.99,Concrete,Very Good
Cabolo-an to Poblacion 3,28680.38,87.01,314.54,227.53,1514.25,1286.72,0.8,61.81,8.33,8.2,3443.02,57.38,3498.99,58.32,Concrete,Very Good
Cabolo-an to Poblacion 4,21837.1,86.93,314.54,227.61,999.54,771.93,1.05,45.2,8.33,8.16,2621.5,43.69,2677.67,44.63,Concrete,Very Good
Cabunga-an to Poblacion 1,22029.75,86.89,396.9,310.0,994.29,684.28,1.42,66.32,8.33,8.09,2644.63,44.08,2721.76,45.36,Concrete,Very Good
Cabunga-an to Poblacion 2,26800.88,87.01,397.0,309.99,1443.82,1133.83,1.17,61.81,8.33,8.14,3217.39,53.62,3294.2,54.9,Concrete,Very Good
Cabunga-an to Poblacion 3,21757.52,86.91,397.04,310.13,1018.49,708.36,1.43,54.21,8.33,8.09,2611.95,43.53,2689.07,44.82,Concrete,Very Good
Cabunga-an to Poblacion 4,20334.08,86.89,396.9,310.0,918.68,608.67,1.53,66.32,8.33,8.07,2441.07,40.68,2518.38,41.97,Concrete,Very Good
Cagay to Poblacion 1,22800.01,598.42,86.98,-511.44,530.29,1041.74,-2.26,59.61,8.33,7.95,2737.1,45.62,2866.42,47.77,Concrete,Poor
Cagay to Poblacion 2,27624.11,87.1,598.23,511.12,1557.86,1046.74,1.86,94.41,8.33,8.02,3316.22,55.27,3444.69,57.41,"Concrete, Gravel","Very Good, Good"
Camandag to Poblacion 1,24072.88,86.89,413.65,326.76,1129.4,802.65,1.37,66.32,8.33,8.1,2889.9,48.17,2971.15,49.52,"Concrete, Gravel","Very Good,Fairly Good"
Camandag to Poblacion 2,27762.11,86.93,413.52,326.59,1332.62,1006.03,1.18,61.81,8.33,8.13,3332.79,55.55,3413.68,56.89,"Concrete, Gravel","Very Good,Fairly Good"
Camandag to Poblacion 3,28865.25,86.93,413.5,326.57,1536.13,1209.55,1.14,63.02,8.33,8.14,3465.22,57.75,3546.07,59.1,"Concrete, Gravel","Very Good,Fairly Good"
Camandag to Poblacion 4,23904.31,86.93,413.63,326.7,1149.8,823.09,1.38,60.94,8.33,8.1,2869.67,47.83,2950.85,49.18,"Concrete, Gravel","Very Good,Fairly Good"
Danao to Poblacion 1,23875.71,495.7,86.98,-408.72,706.59,1115.31,-1.72,94.53,8.33,8.04,2866.23,47.77,2968.59,49.48,Concrete,Very Good
Danao to Poblacion 2,28695.69,87.13,495.64,408.51,1629.77,1221.25,1.44,96.63,8.33,8.09,3444.86,57.41,3546.75,59.11,Concrete,Very Good
Lampaya to Poblacion 1,18976.36,533.89,86.98,-446.91,354.27,801.19,-2.37,59.61,8.33,7.94,2278.07,37.97,2391.26,39.85,Concrete,Fairly Good  
Lampaya to Poblacion 2,23860.6,86.93,533.92,446.99,1284.13,837.14,1.89,61.81,8.33,8.02,2864.42,47.74,2976.7,49.61,Concrete,Fairly Good  
Lampaya to Poblacion 3,17138.18,86.91,534.01,447.11,790.7,343.59,2.62,42.64,8.33,7.89,2057.4,34.29,2171.2,36.19,Concrete,Fairly Good  
Maliao to Poblacion 1,17681.8,604.38,86.98,-517.39,249.08,766.48,-2.94,59.61,8.33,7.84,2122.67,35.38,2255.26,37.59,Gravel,Fairly Good
Maliao to Poblacion 2,22630.02,86.93,613.25,526.32,1259.79,733.47,2.34,61.81,8.33,7.94,2716.69,45.28,2850.14,47.5,Gravel,Fairly Good
Maliao to Poblacion 3,17478.76,86.91,605.09,518.18,846.34,328.16,2.98,42.64,8.33,7.83,2098.29,34.97,2231.18,37.19,Gravel,Fairly Good
