Path_Name,Distance_m,Start_Elevation_m,End_Elevation_m,Elevation_Diff_m,Total_Ascent_m,Total_Descent_m,Gradient_Percent,Max_Slope_Percent,Base_Speed_mps,Adj_Speed_mps,Travel_Time_s,Travel_Time_min,Travel_Time_with_Slope_s,Travel_Time_with_Slope_min,Road_Type,Condition
Pandan to Poblacion 2,4721.48,65.75,87.03,21.28,94.86,73.58,0.45,13.06,8.33,8.25,566.8,9.45,571.97,9.53,,
Pandan to Poblacion 3,4697.63,65.28,87.03,21.75,91.23,69.48,0.46,13.06,8.33,8.25,563.94,9.4,569.22,9.49,,
Talacuan to Poblacion 1,2567.2,58.6,87.05,28.45,52.02,23.57,1.11,12.81,8.33,8.15,308.19,5.14,315.18,5.25,,
Talacuan to Poblacion 2,2628.51,58.34,87.05,28.71,56.08,27.37,1.09,12.81,8.33,8.15,315.55,5.26,322.6,5.38,,
Talacuan to Poblacion 3,2609.57,58.34,87.05,28.71,52.18,23.47,1.1,12.81,8.33,8.15,313.27,5.22,320.33,5.34,,
Awis to Poblacion 1,6094.06,185.31,87.02,-98.3,193.19,291.49,-1.62,25.78,8.33,8.06,731.58,12.19,756.09,12.6,,
Awis to Poblacion 2,7872.74,185.25,86.96,-98.3,284.71,383.01,-1.26,27.35,8.33,8.12,945.11,15.75,969.45,16.16,,
Awis to Poblacion 3,9004.05,185.25,87.04,-98.21,289.92,388.13,-1.1,35.49,8.33,8.15,1080.92,18.02,1105.14,18.42,,
Awis to Poblacion 4,9050.32,185.25,87.04,-98.21,278.59,376.79,-1.09,34.65,8.33,8.15,1086.47,18.11,1110.68,18.51,,
Buga to Poblacion 1,4442.46,83,87.04,4.04,73.92,69.88,0.09,16.84,8.33,8.31,533.31,8.89,534.28,8.9,,
Bulad to Poblacion 2,12465.86,142.53,87.04,-55.49,419.57,475.07,-0.45,35.49,8.33,8.26,1496.5,24.94,1510,25.17,,
Bulad to Poblacion 1,8631.82,142.53,87.04,-55.49,306.33,361.82,-0.65,35.49,8.33,8.22,1036.23,17.27,1049.8,17.5,,
Bulad to Poblacion 3,7877.38,142.88,87.02,-55.86,310.25,366.11,-0.71,30.34,8.33,8.21,945.66,15.76,959.35,15.99,,
Ligtos to Poblacion 1,8291.99,134.42,87.29,-47.14,106.23,153.37,-0.57,22.37,8.33,8.24,995.44,16.59,1006.9,16.78,,
Ligtos to Poblacion 2,8276.06,134.5,87.29,-47.21,117.71,164.92,-0.57,32,8.33,8.23,993.53,16.56,1005.01,16.75,,
Oluangan to Poblacion 1,8183.84,116.83,87.29,-29.54,89.25,118.79,-0.36,12.84,8.33,8.27,982.45,16.37,989.6,16.49,,
Tina-an Norte to Poblacion1,7137.92,107.89,87.29,-20.6,76.56,97.16,-0.29,12.84,8.33,8.28,856.89,14.28,861.87,14.36,,
Agta to Poblacion 1,11932.23,149.74,86.91,-62.83,176.86,239.7,-0.53,21.11,8.33,8.24,1432.44,23.87,1447.71,24.13,,
Agta to Poblacion 2,13310.95,149.9,86.95,-62.95,494.97,557.92,-0.48,37.2,8.33,8.25,1597.95,26.63,1613.29,26.89,,
Barangbang to Poblacion 2,17080.75,77.99,251.83,173.84,589.69,415.86,1.02,44.88,8.33,8.16,2050.51,34.18,2093.28,34.89,,
Barangbang to Poblacion 1,12211.71,77.97,251.83,173.86,531.53,357.67,1.43,31.89,8.33,8.09,1465.99,24.43,1509.15,25.15,,
Bacolod to Poblacion 1,20046.32,77.99,541.27,463.27,911.54,448.26,2.32,61.81,8.33,7.94,2406.52,40.11,2523.81,42.06,,
Bacolod to Poblacion 2,24820.83,77.97,541.27,463.3,1370.38,907.08,1.88,61.81,8.33,8.02,2979.69,49.66,3096.1,51.6,,
Bacolod to Poblacion 3,30346.03,78.08,538.25,460.17,1575.46,1115.29,1.53,64.06,8.33,8.08,3642.98,60.72,3757.86,62.63,,
Bobon to Poblacion 1,24625.97,78.08,530.94,452.87,1185.12,732.26,1.85,63.02,8.33,8.02,2956.3,49.27,3069.98,51.17,,
Bobon to Poblacion 2,29429.5,77.97,530.94,452.97,1661.84,1208.86,1.55,63.02,8.33,8.07,3532.95,58.88,3646.09,60.77,,
Bobon to Poblacion 3,25815.5,77.99,531.69,453.7,1302.8,849.11,1.77,61.81,8.33,8.04,3099.1,51.65,3212.84,53.55,,
Ingay to Poblacion 1,24153.87,77.95,417.29,339.33,1181.63,842.3,1.42,94.41,8.33,8.09,2899.62,48.33,2984.09,49.73,,
Ingay to Poblacion 2,28952.12,77.97,417.29,339.32,1621.31,1281.99,1.18,94.41,8.33,8.13,3475.64,57.93,3559.81,59.33,,
Barasan to Poblacion 1,3413.54,106.25,87.32,-18.93,74.39,93.32,-0.56,19.5,8.33,8.24,409.79,6.83,414.39,6.91,,
Samlague to Poblacion 1,8171.67,248.37,86.93,-161.44,174.53,335.98,-1.98,23.04,8.33,8,980.99,16.35,1021.48,17.02,,
Samlague to Poblacion 2,7869.61,257.81,86.93,-170.88,172.1,342.98,-2.18,33.31,8.33,7.97,944.73,15.75,987.78,16.46,,
Samlague to Poblacion 3,8103.38,201.32,86.93,-114.39,216.37,330.77,-1.42,40.33,8.33,8.09,972.79,16.21,1001.17,16.69,,
Binolbog to Poblacion 1,8748.42,77.99,277.27,199.28,356.06,156.78,2.29,37.71,8.33,7.95,1050.23,17.5,1100.53,18.34,,
Binolbog to Poblacion 2,9796.52,77.99,277.27,199.28,393.34,194.06,2.04,31.61,8.33,7.99,1176.05,19.6,1226.08,20.43,,
Lonoc to Poblacion 1,7710.3,77.97,239.3,161.33,279.32,117.99,2.1,31.34,8.33,7.98,925.61,15.43,966.13,16.1,,
Lonoc to Poblacion 2,10593.92,77.97,239.28,161.31,414.58,253.27,1.53,35.34,8.33,8.08,1271.78,21.2,1311.87,21.86,,
Carolina to Poblacion 1,7063.02,77.97,187.95,109.98,304.37,194.39,1.56,30.65,8.33,8.07,847.9,14.13,875.27,14.59,,
Carolina to Poblacion 2,7233.09,77.97,187.95,109.98,318.21,208.24,1.53,30.65,8.33,8.08,868.32,14.47,895.67,14.93,,
Paga to Poblacion 1,12437.91,331.51,87.12,-244.39,236.08,480.47,-1.97,29.76,8.33,8,1493.15,24.89,1554.39,25.91,,
paga  to Poblacion 2,13859.82,331.51,87.05,-244.46,407.39,651.85,-1.77,38.54,8.33,8.03,1663.84,27.73,1724.98,28.75,,
Paga to Poblacion 3,17122.28,87.02,331.45,244.44,740.5,496.06,1.43,32.96,8.33,8.09,2055.5,34.26,2116.17,35.27,,
Ambulong to Poblacion 1,7216.42,107.87,86.95,-20.92,140.46,161.38,-0.29,13.67,8.33,8.28,866.32,14.44,871.38,14.52,,
Avanzada to Poblacion 1,7089.52,151.05,87.1,-63.95,139.27,203.22,-0.9,26.8,8.33,8.18,851.08,14.18,866.75,14.45,,
Bayag Norte to Poblacion 1,5796.68,84.07,87.1,3.03,130.61,127.58,0.05,14.85,8.33,8.32,695.88,11.6,696.61,11.61,,
Bayag Sur to Poblacion 1,6327.14,96.35,87.1,-9.25,134.59,143.85,-0.15,14.85,8.33,8.31,759.56,12.66,761.79,12.7,,
Cabutongan to Poblacion 1,8008.59,113.66,87.1,-26.56,198.62,225.18,-0.33,30.81,8.33,8.27,961.42,16.02,967.85,16.13,,
Jamog Gines to Poblacion 1,5563.11,74.91,87.1,12.19,128.22,116.02,0.22,14.85,8.33,8.29,667.84,11.13,670.78,11.18,,
Isian Norte to Poblacion 1,4291.6,82.63,87.1,4.47,90.4,85.93,0.1,14.85,8.33,8.31,515.2,8.59,516.28,8.6,,
Mina to Poblacion 1,8199.72,174.54,86.95,-87.59,152.52,240.11,-1.07,34.19,8.33,8.15,984.36,16.41,1005.89,16.76,,
Panginman to Poblacion 1,2299.17,100.03,87.1,-12.93,42.63,55.56,-0.56,11.89,8.33,8.24,276.01,4.6,279.16,4.65,,
Tina-an Sur to Poblacion 1,3014.77,104.29,87.1,-17.19,55.23,72.41,-0.57,14.85,8.33,8.23,361.92,6.03,366.1,6.1,,
Ayabang to Poblacion 2,16721.93,287.96,86.91,-201.06,349.72,550.78,-1.21,32.59,8.33,8.13,2007.43,33.46,2057.05,34.28,,
Ayabang to Poblacion 1,15324.91,77.89,287.61,209.72,507.57,297.86,1.37,44.46,8.33,8.1,1839.73,30.66,1891.65,31.53,,
Ayabang to Poblacion 3,16478.32,287.59,86.98,-200.61,316.06,516.67,-1.22,44.44,8.33,8.13,1978.19,32.97,2027.72,33.8,,
Banagan to Poblacion 1,20580.26,305.5,86.91,-218.6,583.88,802.47,-1.07,33.79,8.33,8.15,2470.62,41.18,2524.49,42.07,,
Banagan to Poblacion 2,16696.38,77.98,305.61,227.63,704.87,477.24,1.37,33.84,8.33,8.1,2004.37,33.41,2060.84,34.35,,
Banagan to Poblacion 3,19647.25,77.98,305.61,227.63,887.99,660.36,1.17,34.41,8.33,8.14,2358.61,39.31,2414.9,40.25,,
Banagan to Poblacion 4,19416.46,305.58,86.98,-218.6,521.38,739.98,-1.13,44.44,8.33,8.14,2330.91,38.85,2384.87,39.75,,
Gines to Poblacion1,12726.59,77.98,278.61,200.62,441.97,241.35,1.58,32.71,8.33,8.07,1527.8,25.46,1577.7,26.3,,
Gines to Poblacion 2,15980.47,77.89,278.7,200.8,538.85,338.05,1.26,44.46,8.33,8.12,1918.42,31.97,1968.04,32.8,,
Gines to Poblacion 2,18216.26,77.99,278.61,200.61,633.18,432.57,1.11,32.8,8.33,8.15,2186.83,36.45,2236.26,37.27,,
Igcadios to Poblacion 2,15021.97,242.85,86.91,-155.94,283.72,439.66,-1.04,31.99,8.33,8.16,1803.36,30.06,1841.69,30.69,,
Igcadios to Poblacion 1,13292.39,77.98,242.76,164.78,475.15,310.37,1.24,32.71,8.33,8.12,1595.72,26.6,1636.45,27.27,,
Igcadios to Poblacion 3,14575.18,77.89,241.59,163.7,438.68,274.98,1.13,69.27,8.33,8.14,1749.72,29.16,1790.05,29.83,,
Malublub to Poblacion 1,10479.66,175.91,87.29,-88.63,242.32,330.95,-0.85,45.2,8.33,8.19,1258.06,20.97,1279.8,21.33,,
Malublub to Poblacion 2,12988.89,77.98,175.81,97.83,400.5,302.67,0.76,32.71,8.33,8.2,1559.29,25.99,1583.21,26.39,,
Malublub to Poblacion 3,12802.37,77.98,175.81,97.83,417.56,319.73,0.77,32.71,8.33,8.2,1536.9,25.61,1560.84,26.01,,
Poblacion to Dugo 1,1371,72.69,87.05,14.35,32.88,18.53,1.05,12.81,8.33,8.16,164.59,2.74,168.11,2.8,,
Poblacion to Dugo 2,1490.33,72.69,87.05,14.35,36.66,22.31,0.96,12.81,8.33,8.17,178.91,2.98,182.43,3.04,,
Poblacion to Dugo 3,1376.74,72.69,87.05,14.35,33.32,18.96,1.04,12.81,8.33,8.16,165.27,2.75,168.8,2.81,,
Ticuan to Poblacion 1,13663.69,77.98,243.47,165.49,461.97,296.48,1.22,32.71,8.33,8.13,1640.3,27.34,1681.16,28.02,,
Ticuan to Poblacion 2,16911.07,77.89,243.51,165.61,561.44,395.82,0.98,44.46,8.33,8.17,2030.14,33.84,2070.84,34.51,,
Ticuan to Poblacion 3,19143.76,77.99,243.49,165.5,654.7,489.2,0.87,32.8,8.33,8.19,2298.17,38.3,2338.76,38.98,,
Tunguan to Poblacion 1,14875.3,77.98,406.6,328.62,613.1,284.49,2.22,32.71,8.33,7.96,1785.75,29.76,1868.62,31.14,,
Tunguan to Poblacion 2,18757.22,406.57,86.91,-319.66,390.84,710.49,-1.71,32.59,8.33,8.05,2251.77,37.53,2331.52,38.86,,
Tunguan to Poblacion 3,17593.26,406.58,86.98,-319.6,328.07,647.67,-1.82,44.44,8.33,8.03,2112.04,35.2,2191.97,36.53,,
Tunguan to Poblacion 4,15294.22,77.98,406.6,328.62,639.42,310.8,2.16,36.29,8.33,7.97,1836.04,30.6,1918.83,31.98,,
